Txn_id,Merch_id,Trans_date,Amount,Card_num,Business_unit
GR760674903HDMVAUMYH0RQFZNV,99995,2015-02-24,$2386.05,3540000430832631,1002
VG24PJQF4455441349212018,100000,2015-03-22,$7608.02,3540000430832636,1005
MK44192HHL8KSY4YN01,99998,2015-05-13,$7564.82,3540000430832642,1002
BG12TBUE376011SUEZGKWQ,99993,2015-01-07,$3533.62,3540000430832633,1004
IE80AJGR94437572903914,99999,2015-02-07,$7037.26,3540000430832606,1002
FO8276879769188105,99994,2015-01-15,$7852.38,3540000430832615,1003
FR982840643139Z4JFRK0M30F85,99994,2015-01-30,$2126.19,3540000430832650,1001
ES3405063840484016033465,99997,2015-04-23,$5477.06,3540000430832621,1001
SM22Z6255819169JQ80VEGVMK90,99994,2015-02-15,$7709.07,3540000430832647,1000
AD5732309407CNNZ5MNUFKJJ,99998,2015-03-16,$699.99,3540000430832657,1005
GI19VGBYI51H8OLW0XFVVQD,99999,2015-04-10,$2474.21,3540000430832645,1000
TN3302431547252006035316,99997,2015-04-20,$6664.40,3540000430832604,1003
EE841186327211836211,99997,2015-02-25,$6645.60,3540000430832645,1004
NO6946107229473,99993,2015-05-18,$7957.82,3540000430832643,1004
MK16095X6RUCFNRTN55,99999,2015-05-05,$5233.82,3540000430832650,1005
CR2231472448950572192,99996,2015-04-08,$6245.30,3540000430832625,1002
TN4631275301390973503983,100000,2015-04-25,$5122.61,3540000430832614,1001
FR127580762174I2MJCSBCLN812,99997,2015-04-26,$7167.36,3540000430832628,1003
CR2545535264889803435,99999,2015-04-08,$4059.59,3540000430832626,1001
BR1062349035799004979543047FW,99993,2015-01-25,$4873.57,3540000430832648,1000
SI94826674879741009,99999,2015-04-14,$4275.55,3540000430832649,1005
RO80RPRSDYXKAIXBFXQJCQMW,99994,2015-04-29,$1090.52,3540000430832622,1004
MU25OUYS7941931022066916418ZFQ,99998,2015-03-14,$3785.69,3540000430832640,1000
HU73575849701520754912053336,99999,2015-05-01,$5056.26,3540000430832628,1004
FR211393543805FKUB8SYCQ5B94,99997,2015-02-09,$6886.48,3540000430832620,1003
FR446160039449XTYQOWSPGXD49,99999,2015-03-19,$7890.84,3540000430832643,1005
AL3378394088VGJFCJPNXMMCOMK7,99997,2015-01-08,$5191.74,3540000430832610,1004
KW60EBMJSO4DDUOWKEXHSDO1T7LMVN,99994,2015-01-18,$1741.70,3540000430832604,1002
LB8743094Q7XQGEPMPPG9J1MCFMV,100000,2015-04-18,$3054.95,3540000430832619,1000
GL8753308123633130,99993,2015-02-20,$2425.35,3540000430832602,1000
GT07WNUBENOS4PFU8CEGZM1BTO3K,99993,2015-05-19,$8872.69,3540000430832658,1005
AE603622730225799375263,99998,2015-04-20,$585.09,3540000430832604,1001
DE98858036201861891021,99996,2015-02-25,$5458.35,3540000430832659,1004
FR190490374427GJ1TDLGKZ1H19,99995,2015-04-05,$463.17,3540000430832642,1003
PL87196096480723931856052332,99995,2015-02-15,$4287.83,3540000430832631,1001
DK5960482320436543,99997,2015-05-03,$2657.92,3540000430832636,1005
AT761449232236442448,99995,2015-03-12,$6504.66,3540000430832607,1001
FR590547274885I7CP3G2GQWA74,99999,2015-02-07,$5145.30,3540000430832643,1002
EE569628473563645266,99999,2015-04-20,$1231.56,3540000430832625,1003
LT649064166049284899,99993,2015-01-25,$7195.49,3540000430832629,1004
GR234847338BKFHMAO4VCGQVUYD,99997,2015-05-01,$963.53,3540000430832648,1002
BR8947129728570408339246322O4,99994,2015-03-10,$6231.00,3540000430832633,1005
NO3295482387807,99999,2015-02-28,$2477.73,3540000430832636,1005
GB42PQGS55509947855927,99998,2015-02-04,$6370.78,3540000430832639,1003
GT968AB2A0FGDF00CVYJXRPDHMWU,99996,2015-04-07,$4342.16,3540000430832628,1002
CZ6650516250004706539065,99993,2015-01-04,$6617.66,3540000430832621,1000
FR922550975049UEUXKHFTLEX09,99995,2015-03-12,$6593.12,3540000430832654,1002
BH74OQSLMXKZCCIHVSN2WN,99995,2015-04-12,$3145.75,3540000430832627,1004
FR439056420939TWSLSCVILBK80,99999,2015-02-21,$1195.78,3540000430832603,1002
FR569115308217DZ5U201LRXH11,99995,2015-03-06,$6907.25,3540000430832614,1003
KZ86000STHDROUU3ZPO3,99993,2015-02-07,$8398.79,3540000430832651,1000
MT83AOEK24562XSQSBKHMVWIXAFFTS6,99994,2015-02-10,$7739.99,3540000430832657,1005
FR3498105716067P7CQ5JZ4OU84,99997,2015-01-05,$4098.61,3540000430832642,1002
ES1364245619062114018225,99999,2015-04-08,$1232.62,3540000430832635,1002
KW54OAWSTKTAKA95G58XCLHO53QOZE,99997,2015-01-12,$7090.15,3540000430832601,1002
FR848525176423HUYYNYCONM366,99993,2015-01-07,$8108.52,3540000430832605,1000
DK5382564001614715,100000,2015-04-29,$2017.69,3540000430832627,1000
CH5891912HAQNOUPKSJL6,99999,2015-04-03,$5911.64,3540000430832634,1005
FR149591932090SVNQOVWCANA10,100000,2015-02-21,$5583.45,3540000430832639,1004
SI52693877396737482,99999,2015-05-30,$6154.41,3540000430832621,1004
FR5515804427994I4WBF8AVUQ53,99995,2015-03-04,$8073.63,3540000430832607,1004
AE835381080460557405599,99999,2015-05-15,$5969.28,3540000430832640,1000
PT41215049956162894805320,99993,2015-04-06,$3729.27,3540000430832603,1002
BG43HAEI11451943YAWHUQ,99999,2015-04-01,$7095.59,3540000430832604,1003
GL4731744712174707,99994,2015-04-21,$3642.22,3540000430832648,1001
SE3632730266832315527050,100000,2015-02-16,$5976.54,3540000430832602,1002
MK33418A2RS16TBJR57,99995,2015-04-04,$5985.42,3540000430832607,1003
GT22J2MFB3UDOMVLMY1REFG1LUQL,99995,2015-03-20,$4366.60,3540000430832605,1003
MR7055446090796182670674920,99997,2015-03-28,$6868.13,3540000430832610,1002
IT15H9371333331P3A7LHIW1LCS,99995,2015-04-14,$4591.86,3540000430832625,1005
FO7495024024004266,99996,2015-03-12,$1587.69,3540000430832621,1005
TN9384767565259425544119,99994,2015-05-02,$8848.25,3540000430832615,1004
IT31X5018840735N8JN6KRPZHOD,99999,2015-03-22,$3767.54,3540000430832612,1001
GI80EBJSYHABVVFRN0GS7IJ,99997,2015-03-29,$3588.36,3540000430832646,1001
HU15616280663100634628442356,99996,2015-04-21,$5140.42,3540000430832603,1000
AL5288638164WCTZHCZWXDWSRM30,99996,2015-03-02,$4949.63,3540000430832625,1003
GE81YP7884246013744349,100000,2015-04-21,$4780.44,3540000430832611,1001
FR3195458543013ZZACE5FZTP38,99998,2015-03-26,$8835.59,3540000430832645,1002
IL177618362622050907010,99994,2015-03-25,$832.04,3540000430832651,1002
CZ3428503374157422798798,99998,2015-03-30,$3036.23,3540000430832654,1000
FR627541296671ABTNLUG1VQS92,99995,2015-01-08,$4227.73,3540000430832601,1002
TR7623726SS0ZFT7SOM5NII4X1,99996,2015-04-17,$4971.16,3540000430832657,1000
FR924429970213MSYLQFPLJXL77,99998,2015-04-05,$1389.89,3540000430832617,1005
FR988768854750IPAVGQ2NMWS52,100000,2015-03-30,$1174.69,3540000430832604,1005
BA846991088731581295,99999,2015-04-18,$7252.11,3540000430832601,1004
KW96SNVV4VUVEZN8MGKJJYXMHWZCAF,99995,2015-03-19,$5581.39,3540000430832644,1001
LV50LQUQ3GYL4DSTQRY3N,99993,2015-03-27,$5772.41,3540000430832627,1001
SK9115313348306506951759,99996,2015-04-24,$6207.72,3540000430832620,1000
FR611957875330VPYVGLI79MR27,99995,2015-04-13,$7675.67,3540000430832634,1003
IT19L23209110802PER2TNSYRUA,99999,2015-05-01,$584.93,3540000430832635,1002
FR0670742577432YXDBXDTKNK20,99998,2015-02-03,$1025.33,3540000430832658,1002
GR536820707XOD9QIWOHPG86KW6,99993,2015-02-22,$6172.81,3540000430832605,1005
DO92YKR034470082168430811340,99997,2015-01-01,$2907.59,3540000430832608,1002
CY1735794461I8TQ11GA2GC2CGOC,99998,2015-03-09,$5457.26,3540000430832621,1002
FR946484843894EP7WOQWTLKJ13,99995,2015-02-11,$6286.79,3540000430832657,1000
FO1033212639874817,99997,2015-04-03,$5801.81,3540000430832631,1002
FR868362637046YVAY7S2BKRE61,99996,2015-03-15,$3560.42,3540000430832644,1002
IT04L7583275306WZQEFEKVALHK,99995,2015-04-06,$677.97,3540000430832640,1002
KW40QCMJEKQNBY0C73P1X2LK6I7ICL,99999,2015-05-17,$4554.92,3540000430832619,1002
FR195293949620HA9WLYKYDMT56,99995,2015-01-27,$5068.61,3540000430832603,1004
GI50YMDWUFGFKTMRWT7HFX1,99997,2015-05-28,$761.45,3540000430832616,1004
PT10868094486165915310533,99996,2015-03-02,$7965.60,3540000430832606,1005
IS118819879977826871922225,99995,2015-04-02,$3244.40,3540000430832634,1002
AT479661607845944077,99993,2015-02-21,$1922.15,3540000430832639,1003
MC62080038170125QGWDE0BZI99,99997,2015-03-17,$4594.05,3540000430832642,1002
FR5093450173268RUSUIRH2OI34,99997,2015-05-26,$2938.61,3540000430832644,1000
GB76DQPD86351634929908,99999,2015-01-21,$6744.02,3540000430832650,1003
MT93JMMR74214RYFASQXCOUKFIIEXND,99995,2015-04-07,$6819.16,3540000430832633,1003
IE35BIYF41177550480329,99998,2015-02-27,$4748.74,3540000430832633,1004
MU86QOVM4325623122013953375ROB,99996,2015-05-17,$6374.12,3540000430832610,1000
HU13818800299865379587534543,99993,2015-05-01,$2980.64,3540000430832643,1003
BG14QTZM056083LKZPEZQM,99993,2015-03-01,$846.68,3540000430832654,1000
SM17U2362499443RRHLMZWO4CXY,99994,2015-03-01,$1000.71,3540000430832629,1005
AD1938554222C3GIG3IMNY7Q,99999,2015-04-08,$916.07,3540000430832602,1002
DK6090577158054474,99999,2015-02-11,$4468.12,3540000430832613,1001
FR479015892926CM3SBSNTDXY40,99999,2015-03-15,$1576.50,3540000430832652,1004
FR553942717708HHECJBLSA1E00,99997,2015-01-19,$8592.53,3540000430832640,1003
IT08B3384927105L8FSSGKKZ8AA,99998,2015-02-15,$5698.05,3540000430832612,1004
MT88XTUH73881PQ9M4GFAAER4MYHC8S,99999,2015-05-16,$6797.80,3540000430832605,1000
AL9402742212KTSIDCLQG0AF8LYI,99998,2015-03-20,$3260.75,3540000430832638,1002
AT443046800286927616,99998,2015-03-18,$5708.02,3540000430832619,1003
MU26YXNJ7014668165600415400XKI,99996,2015-04-04,$4518.73,3540000430832611,1003
DE90765662896973126289,99994,2015-03-07,$1927.72,3540000430832629,1004
AE092773159569997646569,99998,2015-01-30,$5989.11,3540000430832614,1000
FR633826893312OGZV5OJZMZW80,99997,2015-05-27,$2348.48,3540000430832639,1003
BH37PWXBYFSUT4Y9WBO97F,100000,2015-04-01,$2594.37,3540000430832607,1002
FR553186393219ZKLHPI1BOHW90,99999,2015-05-29,$8779.31,3540000430832651,1000
CZ3904533340609661085532,100000,2015-04-20,$2069.81,3540000430832625,1003
SE1758466050992983623319,99997,2015-03-17,$5476.93,3540000430832636,1005
FR284441889714LBWNZGTFAFA32,99998,2015-02-04,$2749.75,3540000430832621,1002
NO6595449619740,99998,2015-04-05,$6197.29,3540000430832633,1000
BE40041207877521,99997,2015-04-02,$5258.37,3540000430832604,1002
AL2540606554MCUWUSEPGXN3LFMI,99999,2015-03-19,$4911.35,3540000430832644,1002
PL50297733430475086643803384,99995,2015-03-17,$5949.73,3540000430832626,1004
LI6041293GSBE4QRS3PDA,99999,2015-05-26,$6505.53,3540000430832609,1003
MD36PFAHTLYMMZ701HBQKQUF,99996,2015-01-01,$6286.02,3540000430832622,1001
LU0862124CLMKYBEOTM8,99994,2015-05-07,$6633.97,3540000430832629,1001
FI4264699971188087,99997,2015-03-01,$1023.65,3540000430832648,1000
SE3370215510909321424829,99997,2015-03-11,$3156.38,3540000430832607,1003
FR346736729086PDQ1YHQ1YOO45,99995,2015-04-28,$2163.60,3540000430832612,1004
FR344175374294PSFR7L4Q1BZ39,99998,2015-01-01,$6335.50,3540000430832612,1002
IT19V5494233046WCX8OVMN7S6I,99997,2015-02-14,$7972.62,3540000430832643,1003
EE840155657357742231,99999,2015-05-05,$4335.44,3540000430832628,1003
FR292303593042QV7DP9YSOEF51,100000,2015-04-18,$8135.84,3540000430832625,1004
EE088305348928794460,99995,2015-02-06,$4857.53,3540000430832658,1002
ME65506877471136718851,99998,2015-01-10,$7508.02,3540000430832646,1000
GL3362861938751731,100000,2015-02-16,$8214.88,3540000430832644,1004
CR1790509821516135357,99995,2015-04-13,$6670.85,3540000430832615,1001
FR034113271047UJPZSGSW2OY85,99995,2015-02-05,$2796.38,3540000430832602,1003
AD1755345366HMXCFXUMQ2LJ,100000,2015-04-29,$1367.14,3540000430832655,1000
FR727216409306AJMQ3TFZLS588,99996,2015-04-09,$6893.45,3540000430832605,1002
BR6012302183030910577498243IT,99999,2015-05-30,$2390.13,3540000430832647,1002
CR9091293391258305191,99995,2015-05-15,$7616.72,3540000430832638,1004
AT253101952372994251,99998,2015-01-20,$3187.94,3540000430832615,1002
SE8110786523978256965454,99993,2015-04-12,$4716.40,3540000430832650,1005
SM72M3399206007RBXLOGQYO1GT,99999,2015-02-03,$8475.30,3540000430832657,1001
VG79ZYJN1557159106678931,99995,2015-03-11,$1606.54,3540000430832629,1004
FR358767739621U59VZ1E8AZS04,99999,2015-04-10,$1379.01,3540000430832616,1001
GI32NSDIQMXSRPCCSRKAMJJ,99993,2015-03-08,$2523.66,3540000430832608,1003
MD9385JSV94BAFFWFPGYWHFO,99996,2015-03-20,$8099.31,3540000430832617,1004
KZ76862JPPFP7PJZ3IJP,99993,2015-02-10,$3412.56,3540000430832630,1002
DE53613099552199352261,99993,2015-01-07,$6834.52,3540000430832648,1005
NO4056326212684,99994,2015-02-05,$8068.63,3540000430832609,1001
PS87EQGUKDOIMIBNMATNK4KERAGJM,99994,2015-04-10,$1961.42,3540000430832627,1003
GR456977624VTFVVIMMYGO4TGLF,99999,2015-04-17,$2014.39,3540000430832617,1000
SA73120PNLZBL3SVQIPKAX05,99997,2015-03-30,$1322.20,3540000430832602,1002
LB454259GVPFU4GTK6CYQUBGZD1Q,99998,2015-01-28,$8767.29,3540000430832637,1000
FR342485610974VLRGCI1CRXD01,99995,2015-02-26,$5680.24,3540000430832634,1002
FR212304424913KSGUWPFXXHU95,99994,2015-04-08,$6441.99,3540000430832635,1003
MK123030IKDUECOZX84,99995,2015-05-29,$3106.45,3540000430832637,1000
BG41AAHS399425ALHKQNDM,99998,2015-04-19,$974.66,3540000430832645,1003
MK14854WLANBHRTP810,99994,2015-04-11,$465.27,3540000430832638,1001
DK6819836776892293,99994,2015-05-11,$6785.11,3540000430832613,1005
AL1837898161BEFJL1N0KMZDQZ0A,99993,2015-02-27,$5961.61,3540000430832635,1002
FR046086898275QTFSDLLXUWA81,99995,2015-02-11,$8339.56,3540000430832601,1005
PS92IGEMSW42EVKWAYVWER2PCYMEE,100000,2015-01-03,$6838.19,3540000430832640,1000
PL38880082250056146889505593,99994,2015-05-13,$3115.23,3540000430832655,1000
AD4324858904GE9M044RVIHC,99993,2015-01-04,$7984.64,3540000430832627,1005
PK86HXDTEBZ2GX9QSC6ALVBV,99998,2015-05-07,$1871.51,3540000430832652,1000
SE5097325189949801057575,99998,2015-05-01,$3688.20,3540000430832637,1003
SK9462886300882472542109,99998,2015-04-02,$7589.57,3540000430832615,1000
CR9575517224949777603,99999,2015-01-16,$5067.09,3540000430832623,1004
IT42Q2221629641MLKV3ZSWCHCH,99996,2015-04-18,$7732.93,3540000430832638,1003
FR645118104405WPLKSLJOGKP88,99994,2015-01-02,$8837.54,3540000430832636,1005
GE62XM3597680241116911,99993,2015-03-05,$5698.84,3540000430832625,1003
ME72064257560307839766,99994,2015-01-13,$2108.85,3540000430832631,1002
FR840293489912WRQL4U3LQIW54,99995,2015-05-11,$4676.80,3540000430832624,1000
CH57873566IU9BZYXX61E,99996,2015-03-09,$2956.47,3540000430832607,1000
FR6078033146328OLOAWRIIXD63,99998,2015-04-17,$7635.23,3540000430832613,1002
FI3591402699778157,99996,2015-03-26,$2523.59,3540000430832638,1002
PL26844095960892170677800329,99999,2015-01-01,$3790.31,3540000430832644,1005
FR374199170969G3AKQGNKA8D44,99996,2015-02-16,$8695.48,3540000430832643,1004
FR833389307064QZU0DCQKEOO60,99993,2015-01-01,$6367.80,3540000430832631,1003
KZ39058UUXKCCJKIKXCP,99996,2015-03-25,$6115.83,3540000430832601,1000
CR4939446015190902089,99994,2015-03-14,$3585.72,3540000430832615,1001
CH48556547SFJUXEHKQTT,99999,2015-02-10,$2919.24,3540000430832633,1003
DE22117039718199905898,99999,2015-02-08,$3694.34,3540000430832647,1001
LU10250CV8HENNJHQSFP,99998,2015-01-14,$8157.30,3540000430832604,1000
MK09760QKUFCZTIO746,99995,2015-02-17,$3625.44,3540000430832630,1003
LV14GANEDA846ANDQVHIS,99996,2015-03-01,$1688.25,3540000430832618,1004
GT572QCUEIZZLDS9TF0DOB5GVXPC,99996,2015-01-09,$2443.23,3540000430832615,1003
VG93EVYI1769639319847972,99999,2015-04-23,$8228.13,3540000430832603,1002
FO4286799174984177,99994,2015-03-11,$4835.75,3540000430832622,1005
MD75KHRSPUQJQL1ZPD2RBP7E,100000,2015-04-08,$3985.69,3540000430832659,1000
AL3374907212AOFFILED5AFSB0PK,99998,2015-03-27,$4248.77,3540000430832604,1000
ME94976567721173233118,99999,2015-02-25,$919.88,3540000430832613,1005
AT300883321616240137,99996,2015-01-02,$3060.21,3540000430832630,1003
SI43023856805186284,99994,2015-03-14,$4507.87,3540000430832602,1004
PL62052929499805164803888721,99995,2015-01-18,$6758.43,3540000430832655,1004
ES5306112309597533200695,99997,2015-01-17,$8488.73,3540000430832634,1005
AT134707340175196207,99998,2015-05-23,$1200.46,3540000430832639,1004
LI9765212Q4DGUOZ7WDT9,99995,2015-01-21,$4174.88,3540000430832614,1005
EE818977533510529317,99999,2015-05-13,$4217.46,3540000430832605,1001
NO3541843555800,99997,2015-01-24,$5041.36,3540000430832631,1003
PS65OWERVZ8Y8DY2Y6AYG7ZZQ5WKT,99994,2015-01-30,$7244.14,3540000430832629,1004
GT31TR7BCAL84DMZTOHBBP3CTLUR,99998,2015-02-23,$3606.42,3540000430832642,1003
IE19YNHB06449652019136,99998,2015-02-08,$2582.90,3540000430832653,1002
AD0483053583YPVXMSTJSK9G,100000,2015-02-20,$8261.05,3540000430832639,1004
PS97ZHKKUNILEX3XXYOC252FZR1YQ,99993,2015-04-05,$6811.65,3540000430832629,1005
FR6497665079166RNB3AVEYZJ31,99998,2015-01-13,$3545.40,3540000430832620,1000
VG07GRGV7213035098540453,99994,2015-05-18,$6753.45,3540000430832608,1002
DK1107839331300649,99993,2015-02-05,$8174.74,3540000430832626,1003
DK7835003178276666,99998,2015-02-18,$1869.52,3540000430832628,1004
IS178981005845984214918078,99999,2015-02-11,$8669.84,3540000430832649,1000
BA305731137197599528,99999,2015-03-13,$2785.94,3540000430832647,1001
HR6107015124231721457,99993,2015-03-07,$1809.14,3540000430832658,1003
AL70299461970SSOODJOJMYUNR5V,99997,2015-01-24,$1140.40,3540000430832651,1003
FR450099687512TPXV3QCMNZK73,99999,2015-04-24,$1844.29,3540000430832625,1003
BE32557539193400,100000,2015-04-12,$7269.66,3540000430832613,1005
SE5069369737575184424782,99996,2015-01-13,$7661.01,3540000430832654,1005
FR572729726141D8YQNYMKJOJ76,99994,2015-02-15,$5142.03,3540000430832609,1000
DK7394148658014774,99999,2015-04-13,$8113.26,3540000430832623,1003
DE11443425312309557913,99995,2015-03-28,$3836.38,3540000430832652,1002
SK8828618477889584856173,99997,2015-04-28,$1058.68,3540000430832623,1002
FR930849089822RR2GUVQBVTM26,99998,2015-04-27,$7215.81,3540000430832654,1002
MK39832CAJPGKXCAE99,99996,2015-04-26,$1045.32,3540000430832635,1005
GR107417752B9S33UUD3ACDPASD,99999,2015-03-14,$5401.14,3540000430832620,1001
GL6878365825402877,99995,2015-04-07,$7380.82,3540000430832651,1005
GE71IN4664845555803304,99995,2015-02-08,$5166.81,3540000430832633,1005
BE51322150065275,99997,2015-03-13,$6229.34,3540000430832610,1001
SM14H0782944841CVIQLFVERMM9,99997,2015-05-08,$5446.64,3540000430832655,1000
FR753383554931JNK8XEZVCBD15,99993,2015-01-03,$2074.41,3540000430832642,1003
SE4289457058036268273739,99997,2015-04-23,$3309.13,3540000430832634,1005
GR195335021DS2LLHIHSAZV3C8S,99997,2015-01-18,$7613.97,3540000430832647,1004
SA1988D9XDUPIE2CODXOG1XN,99995,2015-05-22,$8008.98,3540000430832606,1003
AD931278708731F9ZN3WSA50,99993,2015-03-07,$5215.33,3540000430832642,1005
IS497198411353870771390028,99996,2015-01-17,$2428.58,3540000430832646,1000
PS94DCEW72UW0XTJCWX9JYA0WZK84,99998,2015-03-30,$2102.49,3540000430832644,1003
SA6265JFTNG06LULT9TPPLBT,100000,2015-05-30,$8101.62,3540000430832625,1000
DE34295343863898599291,99996,2015-03-28,$7614.54,3540000430832606,1003
GR925629299TVKRVREVKW1DUQCC,99995,2015-02-03,$2900.14,3540000430832636,1003
MT29TWZY77303SWZTCMR05DNGZHRLKU,99995,2015-05-15,$2921.63,3540000430832642,1001
FR540319787725Y86OQTW1PP233,99995,2015-01-07,$4422.57,3540000430832627,1004
LI09418535TYKSY3LBWT0,99997,2015-01-09,$8493.29,3540000430832652,1003
FO7571436482670684,99996,2015-01-27,$2522.83,3540000430832627,1005
MD73MF6QJVXLLDDD4A4GL5BK,100000,2015-05-25,$3825.83,3540000430832630,1002
MK78245ONTXOZXETO99,99999,2015-03-31,$3642.70,3540000430832657,1005
AL1471201636QRZOHQNVER1L6GRQ,99999,2015-05-15,$7785.62,3540000430832658,1000
FI2126697296410515,99995,2015-03-06,$7808.09,3540000430832624,1001
BH87XXNP3TRHRJBTNJVVO2,99999,2015-01-14,$1218.54,3540000430832626,1003
AD75327109868OHEQ04GEQNV,100000,2015-04-11,$7721.05,3540000430832647,1005
BG42WIOG968390WTEO1YKA,99993,2015-02-21,$3673.80,3540000430832601,1004
GL9051630136110008,99996,2015-03-25,$5674.10,3540000430832608,1000
FR8245570606446XVIBNC9LBA67,99995,2015-03-12,$6691.52,3540000430832635,1000
FI2622450592159995,99996,2015-01-17,$8552.67,3540000430832602,1003
HU95827996977639153391744058,99999,2015-05-03,$1542.18,3540000430832611,1002
LT156380843316064804,99993,2015-01-09,$8499.43,3540000430832643,1003
GE34BE7119292801767505,99997,2015-01-17,$7239.49,3540000430832655,1004
PL24674619056783273719668481,99999,2015-05-12,$547.32,3540000430832658,1003
AE983065384771580067024,99995,2015-04-07,$1423.72,3540000430832621,1001
LT819668786475748909,99998,2015-05-27,$3625.65,3540000430832639,1003
PT89466552546345054893149,99999,2015-02-05,$1286.75,3540000430832628,1004
GT53T1BIIFTONJRNW8G5GXDYOKRD,99999,2015-01-27,$2940.60,3540000430832615,1002
CR5195445870362636076,99994,2015-03-06,$3730.30,3540000430832607,1000
NO9883305139897,99995,2015-04-13,$8019.70,3540000430832646,1003
PT61333706291366371376685,99997,2015-02-02,$5290.03,3540000430832616,1000
